"Nome società";"Nome del brand di consulenza ESG";"Sede 1";"Sede 2";"Sede 3";"Sito web";"Email";"Telefono";"Anno fondazione";"Anno di inizio dell'attività di consulenza Esg";"Fascia fatturato complessivo della società in Italia";"Fatturato derivante da attività di consulenza e servizi Esg svolti in Italia";"Cliente 1";"Cliente 2";"Cliente 3";"Cliente 4";"Cliente 5";"Progetto Esg particolarmente significativo portato a termine da un vostro cliente nel 2024";"Indicare le particolarità della società/brand nella consulenza Esg";"Fascia numero complessivo dipendenti, e collaboratori se presenti, nella/e sede/i della società in Italia";"Fascia numero dipendenti, e collaboratori se presenti, nella/e sede/i della società in Italia che svolgono attività in ambito Esg";"Purpose";"La società rendiconta le informazioni sui fattori ESG?";"Servizio 1";"Servizio 2";"Servizio 3";"Servizio 4";"Servizio 5";"Servizio 6";"Servizio 7";"Servizio 8";"Servizio 9";"Servizio 10";"Servizio 11";"Servizio 12";"Servizio 13";"Servizio 14";"Servizio 15";"Servizio 16";"Servizio 17";"Servizio 18";"Servizio 19";"Servizio 20";"Servizio 21";"Servizio 22";"Servizio 23";"Servizio 24";"Servizio 25";"Servizio 26";"Servizio 27";"Servizio 28"
"Pippo87";;"Via, Milano 87";;;"www.eticanews.it";"info@eticanews.it";"+39 123542";2023;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"Bip";"Nexia Audirevi";"Tecno ESG";"AM Advisor";"FM Advisory Group";;"TrueZero è il software ESG pensato per semplificare la gestione del bilancio di sostenibilità. Consente di raccogliere i dati, analizzare i rischi e generare report ESG in modo intuitivo e preciso. Automatizza i processi aziendali e ti aiuta a restare sempre conforme alle normative vigenti";"10 a 50";"10 a 50";"Digitalizziamo i processi di rendicontazione e reporting ESG , supportando i nostri clienti attraverso percorsi customizzati per la sostenibilità aziendale, l’individuazione degli obiettivi, e il  miglioramento dei KPI's di sostenibilità";"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;"Comunicazione";;;;;"Esg Data Management";;"Governance Esg";;;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;;;;;
"Pippo88";;"Via, Milano 88";;;"www.eticanews.it";"info@eticanews.it";"+39 123543";2022;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;;"Triadi adotta un approccio tailor made per accompagnare imprese e investitori nell’integrazione di obiettivi sociali e ambientali e nella misurazione degli impatti generati. Combina rigore scientifico e consulenza personalizzata, con un’impostazione research-based e orientata alla future compliance, per fare dell’impatto una leva strategica e generare valore sostenibile e misurabile.";"10 a 50";"10 a 50";"Preservare l’integrità della capacità trasformativa, innovativa e inclusiva dell’impatto e della sostenibilità, accompagnando le organizzazioni nel cammino verso il deep purpose e la generazione di valore condiviso e duraturo";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;;;;;"Consulenza su società benefit";;;;;"Governance Esg";"HR & formazione";"Investor relation";;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";"Third Party Opinion";;;
"Pippo89";;"Via, Milano 89";;;"www.eticanews.it";"info@eticanews.it";"+39 123544";2020;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;;"Siamo un team di professionisti della formazione e comunicazione. Mettiamo la sostenibilità al centro del nostro lavoro con persone, enti pubblici e aziende. Sviluppiamo i nostri progetti attraverso il #metodoconfini: co-progettazione, partecipazione attiva, creative problem solving e intelligenza emotiva descrivono il nostro modo di lavorare. Il Sustainability Lab è lo spazio di confronto continuo che condividiamo con i nostri clienti e partner, per creare idee e individuare energie nuove per i";"2 a 10";"2 a 10";"Il Sustainability Lab è lo spazio di confronto continuo che condividiamo con i nostri clienti e partner, per creare idee e individuare energie nuove per il cambiamento.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;;;"Comunicazione";;"Consulenza su società benefit";;;;;"Governance Esg";;;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;;;"Waste management";;
"Pippo90";"Topolino 90";"Via, Milano 90";;;"www.eticanews.it";"info@eticanews.it";"+39 123545";2004;;"Superiore a 10.000.000 €";"Superiore a 5.000.000 €";"Fastweb";"Ichnusa";"Edison";"Ikea";"CGI Holding";"Dal 2016 collaboriamo con IKEA Italia e insieme abbiamo iniziato un percorso di sostenibilità con un impatto positivo sul territorio. Abbiamo realizzato progetti di forestazione, riqualificazione del territorio, tutela della biodiversità, fotovoltaico sociale per combattere la povertà energetica con la campagna EnergyPOP";"Nasciamo nel 2004 su iniziativa di Legambiente e Kyoto Club. Siamo certificati ISO 11352 come Energy Service Company (ESCo)e ci siamo affermati come società di ingegneria e di consulenza strategica per l’energia e la sostenibilità, in grado di offrire una vasta gamma di servizi a piccole imprese, multinazionali, enti pubblici, dedicandoci anche a progetti di Corporate social responsibility per riqualificazione del nostro territorio, prevalentemente attraverso iniziative di forestazione.";"10 a 50";"10 a 50";"Il nostro purpose aziendale è accompagnare le aziende in percorsi di sostenibilità a 360 gradi per combattere il cambiamento climatico.";"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";;;"Life Cycle Assessment";;"Rating di sostenibilità e Esg (emissione)";"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;
"Pippo91";"Topolino 91";"Via, Milano 91";;;"www.eticanews.it";"info@eticanews.it";"+39 123546";"28/07/2011";;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;"studio comparativo con LCA di progetti di economia circolare (es. riutilizzo o variazione di packaging)";"La società vanta un'esperienza trentennale sulle tematiche ESG. Grazie a un consolidato e esperto team (a turnover pressoché nullo), l'azienda eroga i servizi, integrando eventuali competenze mancanti attraverso partnership di lunga durata";"10 a 50";"2 a 10";"Value & Compliance (come indicato dal logo): significa attenzione ai valori nostri e del cliente e alla conformità";"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";;"Carbon footprint & neutrality";"Certificazione/asseverazione";"Comunicazione";;"Consulenza su società benefit";"Compliance";;"Esg Data Management";;"Governance Esg";"HR & formazione";;"Life Cycle Assessment";"Procurement";;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";"Third Party Opinion";"Waste management";"Water management";
"Pippo92";;"Via, Milano 92";;;"www.eticanews.it";"info@eticanews.it";"+39 123547";2020;;"Compreso tra 2.000.000 € e 5.000.000 €";"Compreso tra 1.000.000 € e 2.500.000 €";;;;;;;"Garantiamo un approccio integrato per la gestione dei climate-risk, degli adempimenti relativi agli obblighi derivanti dalle policy europee e nazionali sulle tematiche climate-related e di sustainable finance.
La conoscenza delle policy, dei trend e delle best-practice ci consente di fornire ai clienti un approccio caratterizzato dall'interdisciplinarità, dalla trasversalità e dalla collaborazione con l’obiettivo di definire obiettivi misurabili, credibili e condivisibili con gli stakeholder.";"10 a 50";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;;;;"Compliance";;"Esg Data Management";"Efficientamento energetico";"Governance Esg";;;;"Procurement";;"Rating di sostenibilità e Esg (supporto)";;"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;"Third Party Opinion";;;"Assessing Carbon Lock-in Risk; Integrating Internal Carbon Price; Feasibility Studies for Voluntary Carbon Market; Alignement to Green Loan and Green Bond Principles; Elaboration of Carbon offset integrity guidelines; PCAF Alignment for financed emissions; Paris Agreement Alignment."
"Pippo93";"Topolino 93";"Via, Milano 93";;;"www.eticanews.it";"info@eticanews.it";"+39 123548";2001;2023;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;;"Euroconsulting fa parte di un’importante rete di professionisti, ESG Network, una collaborazione nata per fornire alle PMI territoriali cultura e formazione su tematiche ESG. Tutti i membri della Rete provengono da settori professionali altamente specializzati nella progettazione e implementazione di sistemi di analisi, gestione, certificazione ESG, report di sostenibilità. Il CEO Barbara Blasevich è Sustainability Manager certificata, iscritta nell’elenco delle figure professionali di Accredia.";"2 a 10";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;;;;;;;;"Governance Esg";;;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;
"Pippo94";"Topolino 94";"Via, Milano 94";;;"www.eticanews.it";"info@eticanews.it";"+39 123549";1985;2007;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"ENI";"AMT Genova";"Confagricoltura";"Goodman";"ADSP MLOR";"Confagricoltura Donna ha sviluppato con Chiappe Revello un libro di ricette firmato da 9 chef stellate, valorizzando prodotti agricoli locali e filiere a basso impatto. I proventi sono stati donati a Vite Senza Paura, onlus che sostiene le donne vittime di violenza. Il progetto ha unito inclusione, territorio e sostenibilità agricola e sociale.";"Chiappe Revello integra visione e comunicazione strategica e radicamento territoriale, valorizzando la dimensione sociale e relazionale della consulenza ESG. Accompagna clienti pubblici e privati in progetti concreti, puntando su impatto locale e comunicazione efficace, valorizzando il dialogo tra imprese, istituzioni e comunità. Cura il coinvolgimento degli stakeholder e costruisce narrazioni capaci di generare valore condiviso.";"2 a 10";"2 a 10";"Diamo voce, direzione e credibilità a chi crea valore. Siamo nati e cresciuti con imprese e istituzioni, e oggi aiutiamo i nostri clienti ad affrontare la complessità con visione strategica. Crediamo nel dialogo, nella trasparenza e nell’ascolto.";"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";;;;"Comunicazione";;;;"Diversity & Inclusion policy";;;"Governance Esg";"HR & formazione";;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;;;;;
"Pippo95";"Topolino 95";"Via, Milano 95";;;"www.eticanews.it";"info@eticanews.it";"+39 123550";2019;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;;"CSR Value è un boutique di advisory strategico ESG che lavora con una rete di consulenti senior (oltre 10 anni di esperienza) per affiancare le aziende nel costruire piani di sostenibilità concreti. Uniamo visione strategica e operatività, curando governance, stakeholder engagement e comunicazione grazie all’esperienza maturata sia in ambito accademico che da direttori sostenibilità e comunicazione di aziende quotate e non";;;"Aiutare le imprese a integrare la sostenibilità nel cuore della strategia, attraverso una consulenza trasformativa, capace di generare valore condiviso duraturo , coniugando visione etica, competenze e coinvolgimento degli stakeholder";"Non vi è rendicontazione sui fattori ESG";;;;"Comunicazione";;"Consulenza su società benefit";;"Diversity & Inclusion policy";;;"Governance Esg";"HR & formazione";;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;
"Pippo96";;"Via, Milano 96";;;"www.eticanews.it";"info@eticanews.it";"+39 123551";2005;;"Compreso tra 500.000 € e 2.000.000 €";"Inferiore a 250.000 €";"Beautynova";"Arti Grafiche Regginane";" FAG Artigrafiche";"Espo&Cartotec";"Sitco";;"La nostra consulenza strategica ESG include l'analisi, lo sviluppo e l'implementazione della roadmap di sostenibilità aziendale. Il nostro metodo di valutazione si basa su standard internazionali per verificare il posizionamento aziendale in termini di ESG. Questo è il punto di partenza per creare una roadmap per la sostenibilità con KPI e obiettivi concreti condivisi ed elaborati con l'azienda.";"10 a 50";"10 a 50";"Da 20 anni collaboriamo con le aziende per integrare lo sviluppo sostenibile nei loro processi produttivi, creiamo strategie di business sostenibile, rafforzando il posizionamento competitivo. Lavoriamo in un'ampia gamma di settori industriali chiave";"Non vi è rendicontazione sui fattori ESG";"Asseverazione bilanci di sostenibilità";"Carbon footprint & neutrality";;"Comunicazione";;;"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;"Waste management";"Water management";
"Pippo97";;"Via, Milano 97";;;"www.eticanews.it";"info@eticanews.it";"+39 123552";2006;2007;"Compreso tra 2.000.000 € e 5.000.000 €";"Compreso tra 2.500.000 € e 5.000.000 €";"Essepi";"FAL Legnami";"Gabana Holding";"Invernizzi";"Klimatech";"Redazione Bilancio di Sostenibilità con calcolo GHG Report e certificazione edifici";"Habitech è nata come consulente su ESG sul building per la certificazione di grandi edifici secondo protocolli internazionali. Ha da sempre sviluppato ESG di organizzazione internamente. Come consulenza ESG di organizzazione il valore distintivo è la presenza presso l'azienda cliente per accompagnarla in un processo di crescita, know how e raggiungimento di obiettivi concreti in ambito ESG legati alla strategia aziendale";"10 a 50";"10 a 50";"Offriamo servizi di consulenza altamente targettizzati e specializzati per la costruzione, il rinnovo e la gestione di patrimoni immobiliari e infrastrutture.

 

Crediamo nella sostenibilità applicata e il valore aggiunto dei nostri servizi risiede ";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;"Certificazioni ESG Building"
"Pippo98";;"Via, Milano 98";;;"www.eticanews.it";"info@eticanews.it";"+39 123553";2018;2020;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"Italian Sea Group";"Defence TECH";"Zordan";"Sandrini";"OSAI";;"La società si avvale di competenze tecniche sviluppate nei vari settori della sostenibilità, i due partner di riferimento hanno esperienza oltre che ventennale in materia di rendicontazione (GRI, ESRS, VSME) ESG, di calcolo degli impatti ambientali, di tematiche di governance e organizzazione aziendale/societaria. il nostro approccio è modulabile a seconda della complessità aziendale, in termini di progetto che di costi associati. Partnership con società di comunicazione.";"2 a 10";"2 a 10";"Supportare le PMI nel loro progetto di crescita sostenibile, attraverso un percorso di misurazione del loro valore e impatti, con l'obiettivo di raggiungere una posizione più competitiva sul mercato coniugando obiettivi economici e socio ambientali.";"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";"HR & formazione";;;"Procurement";;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
"Pippo99";;"Via, Milano 99";;;"www.eticanews.it";"info@eticanews.it";"+39 123554";2024;;"Compreso tra 5.000.000 € e 10.000.000 €";"Inferiore a 250.000 €";"ABC Napoli Spa";"Cristiano di Thiene Spa";"Mbr srl";"Fives Intralogistics Spa";"Gruppo 24 ore";"Piano strategico";"Consulenza ESG strategica e personalizzata, integrando la sostenibilità nei piani industriali d’impresa. Piani concreti con pillar, KPI e target misurabili, accompagnando le aziende in ogni fase del percorso. Coinvolgimento attivo del management e il trasferimento di competenze, creando cultura ESG diffusa. Affianchiamo i clienti nel tempo, supportandoli su adempimenti normativi, rendicontazione e comunicazione, con soluzioni concrete e orientate ai risultati.";"10 a 50";"10 a 50";"Creare valore aggiunto con etica e trasparenza per i nostri clienti, nel rispetto delle persone, della comunità e dell’ambiente";"Le informazioni in materia di ESG sono contenute nel bilancio annuale dell’azienda";"Asseverazione bilanci di sostenibilità";"Carbon footprint & neutrality";;;"Consulenza Finanziaria";"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";;;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;"Valutazioni aziendali secondo i parametri ESG"
"Pippo100";;"Via, Milano 100";;;"www.eticanews.it";"info@eticanews.it";"+39 123555";1999;;"Inferiore a 500.000 €";"Compreso tra 250.000 € e 1.000.000 €";"https://www.emilbanca.it/";"https://www.gruppoenercom.it/";"https://fondazionepiatti.it/";"https://www.bccgarda.it/";"https://www.vogelsang.info/it/";;"Cerchiamo sempre di trovare delle soluzioni su misura e di far sì che gli strumenti acquisiscano senso e si integrino tra di loro in una prospettiva strategica. 
Ci impegniamo nel promuovere l’attivo coinvolgimento, l’apprendimento e la progressiva acquisizione di autonomia da parte di chi opera nell’organizzazione.
Adottiamo una prospettiva pluriennale e un approccio graduale, in modo da rendere sostenibili ed effettivi i processi di cambiamento culturale e di acquisizione di competenze.";"2 a 10";"2 a 10";"Il purpose aziendale è specializzarsi nella consulenza e nell'auditing sociale, ambientale ed etico. La società supporta le imprese e le organizzazioni no-profit nella strategia, gestione e rendicontazione su questioni sociali e di sostenibilità.";"Non vi è rendicontazione sui fattori ESG";;;;;;"Consulenza su società benefit";;;;;"Governance Esg";;;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;;"Strategia (piani, obiettivi, azioni)";;;;;;
"Pippo101";;"Via, Milano 101";;;"www.eticanews.it";"info@eticanews.it";"+39 123556";1987;2020;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"Recarlo";;;;;"Redazione bilancio di sostenibilità focalizzato su progetti legati alla filiera e al coinvolgimento degli stakeholder attraverso attività di formazione e coinvolgimento.";"Siamo specializzati e focalizzati sulle PMI, in particolare su quelle del lusso.
Ci occupiamo di redigere il Bilancio di Sostenibilità sviluppando in particolare progetti sul miglioramento dei processi, la creazione di una catena di fornitura tracciabile e responsabile e l'engagement dei dipendenti";"2 a 10";"2 a 10";"siamo una Società Benefit";"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";"Asseverazione bilanci di sostenibilità";;;"Comunicazione";;"Consulenza su società benefit";;"Diversity & Inclusion policy";;;"Governance Esg";"HR & formazione";;;"Procurement";;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";;"Supply chain analysis & management";;;;;
"Pippo102";;"Via, Milano 102";;;"www.eticanews.it";"info@eticanews.it";"+39 123557";2002;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 1.000.000 € e 2.500.000 €";"Gruppo Estra Spa";"Gruppo Bonifiche Ferraresi Spa";"Gruppo Toscandia Spa";"Reti Ambiente Spa";"CNS - Consorzio Nazionale Servizi";"Porto Sostenibile®, il modello settoriale dedicato alla nautica da diporto dello schema FidESG® riconosciuto da Accredia per la verifica e validazione di asserzioni etiche di sostenibilità conformi alle norme ISO/TS 17033:2020 e UNI PdR 102:2001 da parte di enti terzi accreditati UNI CEI EN ISO/IEC 17029:2020";"Soluzioni innovative per lo sviluppo competitivo e sostenibile rivolte a PMI, Grandi Imprese e PA, e realizzate attraverso percorsi personalizzati che integrano servizi di consulenza gestionale, formazione continua e di assistenza tecnica per l'ottenimento di contributi e agevolazioni.";"10 a 50";"2 a 10";"Promuovere, valutare e migliorare la sicurezza e la qualità dell'ambiente, dei prodotti, dei servizi e delle persone, al fine di favorire l'innovazione tecnologica e la crescita sostenibile delle organizzazioni, sia pubbliche sia private.";"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";"Certificazione/asseverazione";;;"Consulenza su società benefit";"Compliance";;;"Efficientamento energetico";"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;"Partner Qualificato FIDESG Programme® - ESG Rating & Performance Management Programme - www.fidesg.it"
"Pippo103";;"Via, Milano 103";;;"www.eticanews.it";"info@eticanews.it";"+39 123558";2024;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"vd aziende registrate www.fidesg.it";"vd aziende registrate www.portosostenibiile.it";;;;"porto sostenibile per la filiera ASSONAT 
www.portosostenibile.it";"FIDESG non eroga consulenza B2C. Gestisce l'infrastruttura SAAS accreditata ACCREDIA che le guida imprese nel modellizzare la rendicontazione strategica di sostenibilità e produrre dichiarazioni etiche di sostenibilità conformi alle ISO 17033/UNI PDR 102 che vengono Verificate e validate da enti terzi accreditati ACCCREDIA ISO 17029. Svolge inoltre il ruolo di registro pubblico delle asserzioni etiche approvate. Forma e qualifica le figure professionali FIDESG ADVISOR e FIDESG AUDITOR abilitate";"2 a 10";"2 a 10";"Programme Operator dello Schema FidESG®: il Programma di assurance volontaria approvato da ACCREDIA per la verifica e validazione di Asserzioni Etiche di Sostenibilità ISO 17033 - UNIPdR 102, svolte da Enti Terzi Indipendenti accreditati ISO 17029";"Non vi è rendicontazione sui fattori ESG";"Asseverazione bilanci di sostenibilità";;"Certificazione/asseverazione";;;;;;"Esg Data Management";;;;;;;"Rating di sostenibilità e Esg (emissione)";;;;;;;;"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;"Programme Operator dello SCHEMA FIDESG - approvato da ACCREDIA ISO 17029"
"Pippo104";;"Via, Milano 104";;;"www.eticanews.it";"info@eticanews.it";"+39 123559";2023;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"2A ECOSOGESTIONI S.R.L.";"STRATEGY INNOVATION S.R.L.";"OMNIA DELLA TOFFOLA S.P.A.";"ENEA - Agenzia nazionale per le nuove tecnologie, l'energia e lo sviluppo economico sostenibile";"MAAP - MERCATO AGROALIMENTARE DI PADOVA";;"Il servizio caratteristico di LEOALES SB si basa sulla guida strategica e sull’affiancamento operativo. Ogni nostro progetto è calibrato sul profilo di rischio e di sostenibilità dell’organizzazione. Adottiamo una prospettiva integrata e multidisciplinare, affiancando le imprese in un percorso graduale di crescita, centrato sulle proprie necessità ma rivolto a garantire l’implementazione di un modello gestionale efficace e con un approccio rigenerativo. ";"10 a 50";"10 a 50";"Lo scopo di LEOALES SB si realizza nel concetto di «promessa di guida», laddove la promessa riguarda una vera e propria assunzione di responsabilità da parte dell’impresa nell’«orientare le imprese al domani», ponendosi come punto di riferimento. ";"Le informazioni in materia di ESG sono contenute nel bilancio annuale dell’azienda";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";;;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;"Waste management";"Water management";"Relazioni DNSH - Sistemi di gestione e loro integrazione (es. ISO 9001, ISO 14001, ISO 50001, etc.) - Diagnosi Energetiche ed efficientamento - Formazione in ambito Sostenibilità/ESG"
"Pippo105";;"Via, Milano 105";;;"www.eticanews.it";"info@eticanews.it";"+39 123560";2013;2021;"Compreso tra 2.000.000 € e 5.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;;"Supportiamo le imprese nella loro comunicazione di sostenibilità a 360°, con un approccio multidisciplinare e multistakeholder: dalla definizione della strategia di comunicazione, alla realizzazione delle attività di digital communication, comunicazione interna, media relation e degli strumenti di rendicontazione, inclusa la validazione dei contenuti (testuali, visual, claim) sotto il profilo della compliance";"10 a 50";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";;;;"Comunicazione";;;;;;;;"HR & formazione";;;;;;"Rendicontazione & reporting";;;"Stakeholder engagement";;;;;;;"comunicazione interna;digital communication, media relation. information design; validazione compliance contenuti"
"Pippo106";;"Via, Milano 106";;;"www.eticanews.it";"info@eticanews.it";"+39 123561";2020;;"Inferiore a 500.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;;"Consulenza personalizzata e concreta su decarbonizzazione in scenari e contesti complessi.";"2 a 10";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;;;;;;;"Efficientamento energetico";;;;"Life Cycle Assessment";;;;;;;;"Strategia (piani, obiettivi, azioni)";;"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
"Pippo107";;"Via, Milano 107";;;"www.eticanews.it";"info@eticanews.it";"+39 123562";2002;2018;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"Consorzio Eteria scrl";"ABI formazione ";"Cesa srl ";"PRB srl ";"Niuko formazione";"OFFERTA per LA REDAZIONE DI UN BILANCIO DI SOSTENIBILITA’ VOLONTARIO 2024 SECONDO IL MODELLO V_SME_EFRAG  L’approccio alla pianificazione ed implementazione di un modello di business sostenibile per le PMI di ESG RATING Network considera il report di sostenibilità volontario come output finale di un percorso strategico condiviso con gli stakeholde ";"Il network ESG RATING  ha intrapreso da almeno 6 anni, insieme ai rispettivi collaboratori, un percorso di analisi e studio   interprofessionale per rispondere  primariamente  alle esigenze del mondo finanziario    L’offerta di un servizio di consulenza per le PMI  per la  pianificazione di una strategia di sviluppo sostenibile  nasce quindi dal lungo iter di perfezionamento  della  regolamentazione  europea per assicurare una lettura più oggettiva della sostenibilità ESG agli   stakeholder ";;;"è fondamentale oggi un’opera di sensibilizzazione     per far capire che i fattori ESG  non sono  nuovi  obblighi  normativi di business, ma un’ opportunità di crescita di m/lungo periodo  in relazione  agli aumentati rischi di contesto esterno .";"Non vi è rendicontazione sui fattori ESG";;;;;;;;;"Esg Data Management";"Efficientamento energetico";;;;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;;;;"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
